iter	Passed	Remaining
408	652	942
409	653	939
410	654	937
411	655	934
412	655	932
413	656	929
414	657	927
415	658	924
416	659	922
417	660	919
418	661	917
419	662	915
420	663	912
421	664	909
422	665	907
423	666	905
424	667	902
425	668	900
426	669	898
427	670	895
428	671	893
429	672	890
430	672	888
431	673	886
432	674	883
433	675	881
434	676	879
435	677	876
436	678	874
437	679	872
438	680	869
439	681	867
440	682	865
441	683	863
442	684	860
443	685	859
444	686	856
445	687	854
446	688	852
447	689	849
448	690	847
449	691	845
450	692	843
451	693	840
452	694	838
453	695	836
454	696	834
455	697	832
456	698	829
457	699	827
458	700	825
459	701	823
460	702	821
461	703	818
462	704	816
463	705	814
464	706	812
465	707	810
466	708	808
467	708	805
468	709	803
469	710	801
470	711	799
471	712	797
472	713	795
473	714	793
474	715	791
475	716	788
476	717	786
477	718	784
478	719	782
479	720	780
480	721	778
481	722	776
482	723	774
483	724	772
484	725	770
485	726	768
486	727	766
487	728	763
488	728	761
489	729	759
490	730	757
491	731	755
492	732	753
493	733	751
494	734	749
495	735	747
496	736	745
497	737	743
498	738	741
499	739	739
500	740	737
501	741	735
502	742	733
503	743	731
504	744	729
505	745	727
506	746	725
507	747	723
508	748	721
509	749	719
510	750	717
511	751	715
512	752	714
513	753	712
514	754	710
515	755	708
516	756	706
517	757	704
518	757	702
519	758	700
520	759	698
521	760	696
522	761	694
523	762	692
524	763	690
525	764	688
526	765	686
527	766	684
528	767	683
529	768	681
530	769	679
531	770	677
532	771	675
533	771	673
534	772	671
535	773	669
536	774	667
537	775	666
538	776	664
539	777	662
540	778	660
541	779	658
542	780	657
543	781	655
544	782	653
545	783	651
546	784	649
547	785	647
548	786	645
549	787	644
550	788	642
551	789	640
552	790	638
553	791	636
554	792	635
555	793	633
556	794	631
557	795	629
558	795	627
559	796	626
560	797	624
561	798	622
562	799	620
563	800	619
564	801	617
565	802	615
566	803	613
567	804	611
568	805	610
569	806	608
570	807	606
571	808	605
572	809	603
573	810	601
574	811	599
575	812	598
576	813	596
577	814	594
578	815	592
579	816	591
580	817	589
581	818	587
582	819	586
583	820	584
584	821	582
585	822	581
586	823	579
587	824	577
588	825	575
589	826	574
590	827	572
591	828	570
592	828	568
593	829	567
594	830	565
595	831	563
596	832	562
597	833	560
598	834	558
599	835	557
600	836	555
601	837	553
602	838	552
603	839	550
604	840	548
605	841	547
606	842	545
607	843	543
608	844	541
609	845	540
610	846	538
611	847	537
612	847	535
613	848	533
614	849	531
615	850	530
616	851	528
617	852	527
618	853	525
619	854	523
620	855	522
621	856	520
622	857	518
623	858	517
624	859	515
625	860	514
626	861	512
627	862	510
628	863	509
629	864	507
630	865	506
631	866	504
632	867	502
633	868	501
634	869	499
635	870	497
636	871	496
637	872	494
638	873	493
639	874	491
640	875	490
641	875	488
642	876	486
643	877	485
644	878	483
645	879	482
646	880	480
647	881	478
648	882	477
649	883	475
650	884	474
651	885	472
652	886	471
653	887	469
654	888	468
655	889	466
656	890	465
657	891	463
658	892	461
659	893	460
660	894	458
661	895	457
662	896	455
663	897	454
664	898	452
665	899	450
666	900	449
667	901	447
668	901	446
669	902	444
670	903	443
671	904	441
672	905	440
673	906	438
674	907	437
675	908	435
676	909	434
677	910	432
678	911	430
679	912	429
680	913	427
681	914	426
682	915	424
683	916	423
684	917	421
685	918	420
686	919	418
687	920	417
688	921	415
689	921	414
690	922	412
691	923	411
692	924	409
693	925	408
694	926	406
695	927	405
696	928	403
697	929	402
698	930	400
699	931	399
700	932	397
701	933	396
702	934	394
703	935	393
704	936	391
705	937	390
706	938	388
707	939	387
708	939	385
709	940	384
710	941	382
711	942	381
712	943	379
713	944	378
714	945	376
715	946	375
716	947	374
717	948	372
718	949	371
719	950	369
720	951	368
721	952	366
722	953	365
723	954	363
724	955	362
725	956	360
726	957	359
727	958	358
728	959	356
729	960	355
730	961	353
731	962	352
732	963	350
733	964	349
734	965	348
735	966	346
736	967	345
737	968	343
738	969	342
739	970	340
740	971	339
741	972	338
742	973	336
743	974	335
744	975	333
745	976	332
746	977	331
747	978	329
748	979	328
749	980	326
750	981	325
751	982	323
752	983	322
753	984	321
754	985	319
755	986	318
756	987	316
757	988	315
758	988	314
759	989	312
760	990	311
761	991	309
762	992	308
763	993	306
764	994	305
765	995	304
766	996	302
767	997	301
768	998	299
769	999	298
770	1000	297
771	1001	295
772	1002	294
773	1002	292
774	1004	291
775	1004	290
776	1005	288
777	1006	287
778	1007	285
779	1008	284
780	1009	283
781	1010	281
782	1011	280
783	1012	279
784	1013	277
785	1014	276
786	1015	274
787	1016	273
788	1017	272
789	1018	270
790	1019	269
791	1020	267
792	1021	266
793	1022	265
794	1023	263
795	1024	262
796	1025	261
797	1026	259
798	1027	258
799	1028	257
800	1029	255
801	1030	254
802	1031	252
803	1032	251
804	1033	250
805	1033	248
806	1034	247
807	1035	246
808	1036	244
809	1037	243
810	1038	242
811	1039	240
812	1040	239
813	1041	237
814	1042	236
815	1043	235
816	1044	233
817	1045	232
818	1046	231
819	1047	229
820	1047	228
821	1048	227
822	1050	225
823	1051	224
824	1051	223
825	1052	221
826	1053	220
827	1054	219
828	1055	217
829	1056	216
830	1057	215
831	1058	213
832	1059	212
833	1060	211
834	1061	209
835	1062	208
836	1063	207
837	1064	205
838	1065	204
839	1066	203
840	1067	201
841	1068	200
842	1069	199
843	1069	197
844	1070	196
845	1071	195
846	1072	193
847	1073	192
848	1074	191
849	1075	189
850	1076	188
851	1077	187
852	1078	185
853	1079	184
854	1080	183
855	1081	181
856	1082	180
857	1083	179
858	1084	177
859	1085	176
860	1086	175
861	1087	174
862	1088	172
863	1089	171
864	1090	170
865	1091	168
866	1092	167
867	1093	166
868	1094	164
869	1095	163
870	1096	162
871	1097	161
872	1098	159
873	1099	158
874	1100	157
875	1101	155
876	1102	154
877	1103	153
878	1104	151
879	1105	150
880	1106	149
881	1107	148
882	1108	146
883	1109	145
884	1110	144
885	1111	142
886	1111	141
887	1112	140
888	1113	139
889	1114	137
890	1115	136
891	1116	135
892	1117	133
893	1118	132
894	1119	131
895	1120	130
896	1121	128
897	1122	127
898	1123	126
899	1124	124
900	1125	123
901	1126	122
902	1127	121
903	1128	119
904	1129	118
905	1130	117
906	1131	115
907	1132	114
908	1133	113
909	1134	112
910	1134	110
911	1135	109
912	1136	108
913	1137	107
914	1138	105
915	1139	104
916	1140	103
917	1141	101
918	1142	100
919	1143	99
920	1144	98
921	1145	96
922	1146	95
923	1147	94
924	1148	93
925	1149	91
926	1150	90
927	1151	89
928	1152	88
929	1153	86
930	1154	85
931	1155	84
932	1156	83
933	1157	81
934	1158	80
935	1159	79
936	1160	78
937	1161	76
938	1162	75
939	1163	74
940	1164	72
941	1165	71
942	1166	70
943	1167	69
944	1168	67
945	1169	66
946	1170	65
947	1171	64
948	1171	62
949	1172	61
950	1173	60
951	1174	59
952	1176	57
953	1176	56
954	1177	55
955	1178	54
956	1179	53
957	1180	51
958	1181	50
959	1182	49
960	1183	48
961	1184	46
962	1185	45
963	1186	44
964	1187	43
965	1188	41
966	1189	40
967	1190	39
968	1191	38
969	1192	36
970	1193	35
971	1194	34
972	1195	33
973	1196	31
974	1197	30
975	1198	29
976	1199	28
977	1199	26
978	1200	25
979	1202	24
980	1203	23
981	1204	22
982	1205	20
983	1206	19
984	1207	18
985	1207	17
986	1208	15
987	1209	14
988	1210	13
989	1211	12
990	1212	11
991	1213	9
992	1214	8
993	1215	7
994	1216	6
995	1217	4
996	1218	3
997	1219	2
998	1220	1
999	1221	0
